Giới thiệu,Diện tích,Giá nhà,Địa chỉ,Ngày đăng,Link,Pháp lý,index_,Mô tả
"Bán gấp nhà phố Lê Thanh Nghị Hai Bà Trưng 108m 5,5m 36 tỷ Lô góc VP",108 m2 3 PN 3 WC,36 tỷ,"Quận Hai Bà Trưng, Hà Nội",06/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-gap-nha-pho-le-thanh-nghi-hai-ba-trung-108m-5-5m-36-ty-lo-goc-vp-id21764903,Sổ đỏ,267,
"Bán gấp nhà phố Tạ Quang Bửu 40m2, 4tầng, mt5m, giá nhỉnh 4 tỷ",40 m2 3 PN 3 WC,4 tỷ,"Quận Hai Bà Trưng, Hà Nội",01/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-gap-nha-pho-ta-quang-buu-40m2-4tang-mt5m-gia-nhinh-4-ty-id21940499,Sổ đỏ,268,
"Bán nhà Lô góc kinh doanh ngõ ô tô khu Tạ Quang Bửu, Đại Cổ Việt",65 m2 4 PN 4 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",30/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-lo-goc-kinh-doanh-ngo-o-to-khu-ta-quang-buu-dai-co-viet-id21941729,Sổ đỏ,269,
Bán nhà ngõ 27 Đại Cổ Việt thông Tạ Quang Bửu DT 65mx4T,65 m2 4 PN 4 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",26/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngo-27-dai-co-viet-thong-ta-quang-buu-dt-65mx4t-id21939067,Sổ đỏ,270,
"Bán nhà ngõ 27 Đại Cổ Việt , Tạ Quang Bửu DT 65mx4T lô góc KD",65 m2 4 PN 5 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",23/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngo-27-dai-co-viet-ta-quang-buu-dt-65mx4t-lo-goc-kd-id21936298,Sổ đỏ,271,
"Bán nhà ngõ 27 Đại Cổ Việt , Tạ Quang Bửu DT 65mx4T lô góc kinh doanh",65 m2 4 PN 4 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",22/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngo-27-dai-co-viet-ta-quang-buu-dt-65mx4t-lo-goc-kinh-doanh-id21934792,Sổ đỏ,272,
"Bán Gấp Nhà Đẹp Tại Phố Tạ Quang Bửu, Ô Tô Đổ Cửa, Giá Nhỉnh 4 tỷ",45 m2 3 PN 3 WC,4 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",21/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-gap-nha-dep-tai-pho-ta-quang-buu-o-to-do-cua-gia-nhinh-4-ty-id21679870,Sổ đỏ,273,
"[Hiếm] Bán Nhà Đẹp Đường Trần Đại Nghĩa, 35M2x5T, Lấp Ló Mặt Phố",35 m2 5 PN 3 WC,6 tỷ,"Quận Hai Bà Trưng, Hà Nội",21/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/hiem-ban-nha-dep-duong-tran-dai-nghia-35m2x5t-lap-lo-mat-pho-id21702669,Sổ đỏ,274,
"[Hiếm Nhà Bán] Nhà mới Mặt ngõ Phố Lê Thanh Nghị, 32M2x5T, MT3.2M",32 m2 3 PN 4 WC,4 tỷ,"Quận Hai Bà Trưng, Hà Nội",21/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-duong-noi-bo/hiem-nha-ban-nha-moi-mat-ngo-pho-le-thanh-nghi-32m2x5t-mt3-2m-id21807526,Sổ đỏ,275,
Bán nhà Lê Thanh Nghị 38m x4 tầng mt 4 m nhỉnh 5 tỷ,38 m2 3 PN 3 WC,5 triệu 600 nghìn,"Quận Hai Bà Trưng, Hà Nội",18/11/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-le-thanh-nghi-38m-x4-tang-mt-4-m-nhinh-5-ty-id21886015,Sổ đỏ,276,
"Bán nhà phố LÊ THANH NGHỊ, NGÕ THÔNG, NHÀ ĐẸP, 48m2 x 5 tầng, 9.2 tỷ",48 m2 8 PN 5 WC,9 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-ngo-thong-nha-dep-48m2-x-5-tang-9-2-ty-id21940222,Sổ đỏ,277,
"Bán nhà phố TẠ QUANG BỬU - quận Hai Bà Trưng, NGÕ THÔNG, GẦN PHỐ, 53m2",53 m2 4 PN 4 WC,9 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-quan-hai-ba-trung-ngo-thong-gan-pho-53m2-id21943670,Sổ đỏ,278,
"Bán nhà phố TRẦN ĐẠI NGHĨA, Ô TÔ TRÁNH, 121m2, mặt tiền trên 8m",121 m2 4 PN 3 WC,21 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-tran-dai-nghia-o-to-tranh-121m2-mat-tien-tren-8m-id21816918,Sổ đỏ,279,
"Bán nhà mặt phố TẠ QUANG BỬU, kinh doanh, DÒNG TIỀN, 85m2, 26 tỷ",85 m2 1 PN 1 WC,26 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mat-pho-ta-quang-buu-kinh-doanh-dong-tien-85m2-26-ty-id21812336,Sổ đỏ,280,
"Bán nhanh nhà ngõ Lê Thanh Nghị, HBT giá 4.3 tỷ, 34m2x4T, 2 thoáng",34 m2 3 PN 3 WC,4 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",09/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nhanh-nha-ngo-le-thanh-nghi-hbt-gia-4-3-ty-34m2x4t-2-thoang-id21985565,Sổ đỏ,281,
"Bán nhà 5,5 tỷ ngõ phố Lê Thanh Nghị Hai Bà Trưng Hà Nội DT 53mx5T",53 m2 6 PN 4 WC,5 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",05/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-5-5-ty-ngo-pho-le-thanh-nghi-hai-ba-trung-ha-noi-dt-53mx5t-id21957228,Sổ đỏ,282,
"Chính chủ bán gấp nhà Phố Tạ Quang Bửu giá 11 tỷ, 100m2. MT 7m, oto đỗ",100 m2 1 PN 1 WC,11 tỷ,"Quận Hai Bà Trưng, Hà Nội",04/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/chinh-chu-ban-gap-nha-pho-ta-quang-buu-gia-11-ty-100m2-mt-7m-oto-do-id21973586,Sổ đỏ,283,
"Nhà Em Mua 2 tháng, Tâm Huyết sắm đồ. Giờ Bán Ngay 5Tx30m2. Giá 3.3 tỷ",30 m2 3 PN 4 WC,3 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",30/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/nha-em-mua-2-thang-tam-huyet-sam-do-gio-ban-ngay-5tx30m2-gia-3-3-ty-id21981125,Sổ đỏ,284,
"Nhà Tạ Quang Bửu, ô tô tránh,kinh doanh cafe,đường thông, 100m,6.x tỷ",100 m2 2 PN 2 WC,6 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",23/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/nha-ta-quang-buu-o-to-tranh-kinh-doanh-cafe-duong-thong-100m-6-x-ty-id21967960,Sổ đỏ,285,
"Nhà Tạ Quang Bửu, kinh doanh, ô tô tránh, vỉa hè, xe để ngày đêm",120 m2 4 PN 4 WC,15 tỷ,"Quận Hai Bà Trưng, Hà Nội",23/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/nha-ta-quang-buu-kinh-doanh-o-to-tranh-via-he-xe-de-ngay-dem-id21952350,Sổ đỏ,286,
"Nhà Lê Thanh Nghị, dòng tiền đỉnh, cho thuê, an ninh đỉnh, hơn 6 tỷ",50 m2 8 PN 8 WC,6 tỷ 450 triệu,"Quận Hai Bà Trưng, Hà Nội",23/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/nha-le-thanh-nghi-dong-tien-dinh-cho-thue-an-ninh-dinh-hon-6-ty-id21914102,Sổ đỏ,287,
"Bán nhà Lê Thanh Nghị, 3 gác phóng, nhà mới, ở luôn, hơn 3 tỷ",36 m2 3 PN 4 WC,3 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",23/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-3-gac-phong-nha-moi-o-luon-hon-3-ty-id21866185,Sổ đỏ,288,
"Bán nhà Tạ Quang Bửu, kinh doanh sầm uất, TT Hai Bà, ô tô qua, 34m",34 m2 3 PN 4 WC,3 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",23/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-kinh-doanh-sam-uat-tt-hai-ba-o-to-qua-34m-id21864121,Sổ đỏ,289,
chính chủ cấn bán nhà tạ quang bửu 35m kinh doanh,35 m2 6 PN 5 WC,4 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",23/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/chinh-chu-can-ban-nha-ta-quang-buu-35m-kinh-doanh-id21854408,Sổ đỏ,290,
Bán nhà 5.5 tỷ ngõ phố Lê Thanh Nghị HBT Hà Nội DT 53mx5T có sân cổng,53 m2 6 PN 4 WC,5 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",19/12/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-5-5-ty-ngo-pho-le-thanh-nghi-hbt-ha-noi-dt-53mx5t-co-san-cong-id21966736,Sổ đỏ,291,
"Bán nhà phố LÊ THANH NGHỊ, NHÀ MỚI ĐẸP, 44m2 x 4 tầng, 11 tỷ",44 m2 4 PN 3 WC,11 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-nha-moi-dep-44m2-x-4-tang-11-ty-id21900375,Sổ đỏ,292,
"Bán nhà ĐẸP phố LÊ THANH NGHỊ, ba bước ra phố, 50m2 x 4 tầng, 9 tỷ",50 m2 4 PN 3 WC,9 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dep-pho-le-thanh-nghi-ba-buoc-ra-pho-50m2-x-4-tang-9-ty-id21940150,Sổ đỏ,293,
"(HIẾM) Bán nhà phố TẠ QUANG BỬU, KINH DOANH, Ô TÔ TRÁNH, 116m2",116 m2 2 PN 2 WC,15 tỷ 600 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/hiem-ban-nha-pho-ta-quang-buu-kinh-doanh-o-to-tranh-116m2-id21746774,Sổ đỏ,294,
"(HIẾM) Bán nhà mặt phố TẠ QUANG BỬU, LÔ GÓC, 40m2 x 5 tầng, 13.5 tỷ",40 m2 4 PN 4 WC,13 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/hiem-ban-nha-mat-pho-ta-quang-buu-lo-goc-40m2-x-5-tang-13-5-ty-id21704496,Sổ đỏ,295,
"Bán SIÊU PHẨM mặt phố LÊ THANH NGHỊ, LÔ GÓC, 122m2, mặt tiền 6.6m",122 m2 3 PN 3 WC,58 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-sieu-pham-mat-pho-le-thanh-nghi-lo-goc-122m2-mat-tien-6-6m-id21920747,Sổ đỏ,296,
"Bán nhà phố TẠ QUANG BỬU, lô góc, GARA, thang máy, 55m2 x 6 tầng",55 m2 6 PN 6 WC,15 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-lo-goc-gara-thang-may-55m2-x-6-tang-id21921637,Sổ đỏ,297,
"Bán nhà phố TẠ QUANG BỬU, 2 mặt ngõ Ô TÔ TRÁNH BA GÁC, 79m2 x 4 tầng",79 m2 9 PN 6 WC,11 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-2-mat-ngo-o-to-tranh-ba-gac-79m2-x-4-tang-id21923439,Sổ đỏ,298,
"Bán nhà phố TẠ QUANG BỬU - quận Hai Bà Trưng, NGÕ THÔNG, GẦN PHỐ, 53m2",53 m2 6 PN 5 WC,9 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-quan-hai-ba-trung-ngo-thong-gan-pho-53m2-id21942908,Sổ đỏ,299,
"(HIẾM) Bán nhà phố TẠ QUANG BỬU, KINH DOANH, 130m2, mt 5.6m, 6.5 tỷ",130 m2 1 PN 1 WC,6 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/hiem-ban-nha-pho-ta-quang-buu-kinh-doanh-130m2-mt-5-6m-6-5-ty-id21977533,Sổ đỏ,300,
"(Bán bất chấp) Nhà mặt phố Lê Thanh Nghị, 57m2 x 4 tầng, 14.2 tỷ",57 m2 4 PN 4 WC,14 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-bat-chap-nha-mat-pho-le-thanh-nghi-57m2-x-4-tang-14-2-ty-id21985051,Sổ đỏ,301,
"(GIẢM 3 tỷ BÁN GẤP) Bán nhà mặt phố Lê Thanh Nghị, XÂY TÒA VP, 240m2",240 m2 3 PN 3 WC,55 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/giam-3-ty-ban-gap-ban-nha-mat-pho-le-thanh-nghi-xay-toa-vp-240m2-id21982324,Sổ đỏ,302,
"(HIẾM) Bán nhà PHỐ TRẦN ĐẠI NGHĨA, 1 NHÀ RA PHỐ, 34m2 x 5 tầng, 6.9 tỷ",34 m2 5 PN 4 WC,6 tỷ 950 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/hiem-ban-nha-pho-tran-dai-nghia-1-nha-ra-pho-34m2-x-5-tang-6-9-ty-id21744009,Sổ đỏ,303,
"Bán nhà mặt phố TRẦN ĐẠI NGHĨA, VỈA HÈ ĐÁ BÓNG, MẶT PHỐ MẶT NGÕ, 94m2",94 m2 2 PN 2 WC,37 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mat-pho-tran-dai-nghia-via-he-da-bong-mat-pho-mat-ngo-94m2-id21919049,Sổ đỏ,304,
"Bán nhà PHỐ LÊ THANH NGHỊ, LÔ GÓC, NGÕ THÔNG, 45m2, 4.4 tỷ",45 m2 5 PN 5 WC,4 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-lo-goc-ngo-thong-45m2-4-4-ty-id21741871,Sổ đỏ,305,
"Bán chung cư mini phố LÊ THANH NGHỊ, GẦN PHỐ, 600tr/năm, 81m2 x 6 tầng",81 m2 12 PN 13 WC,10 tỷ 700 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-chung-cu-mini-pho-le-thanh-nghi-gan-pho-600tr-nam-81m2-x-6-tang-id21970299,Sổ đỏ,306,
"Bán nhà phố Tạ Quang Bửu, MUA 1 ĐƯỢC 2, DIỆN TÍCH KHỦNG 108M, giá chào",170 m2 6 PN 3 WC,23 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-mua-1-duoc-2-dien-tich-khung-108m-gia-chao-id21930884,Sổ đỏ,307,
"Bán nhà Tạ Quang Bửu-Bách Khoa, Ô TÔ TRÁNH, giá 11.4 tỷ",80 m2 3 PN 3 WC,11 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-bach-khoa-o-to-tranh-gia-11-4-ty-id21929599,Sổ đỏ,308,
"Bán nhà phố Lê Thanh Nghị, gần Chợ Bách Khoa, DÒNG TIỀN, GIÁ 11.8 TỶ",50 m2 2 PN 2 WC,11 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-gan-cho-bach-khoa-dong-tien-gia-11-8-ty-id21930883,Sổ đỏ,309,
"Bán nhà LÊ THANH NGHỊ, CCMN-DÒNG TIỀN 50TR/THÁNG, giá 6.4 tỷ",50 m2 9 PN 9 WC,6 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-ccmn-dong-tien-50tr-thang-gia-6-4-ty-id21951615,Sổ đỏ,310,
"Bán nhà phố Tạ Quang Bửu, xây mới 30m2*5 tầng, ô tô, giá 5.8 tỷ",30 m2 3 PN 4 WC,5 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-xay-moi-30m2-5-tang-o-to-gia-5-8-ty-id21998350,Sổ đỏ,311,
"Bán nhà Tạ Quang Bửu, 40m*3 ngủ, GẦN PHỐ, chỉ 4.35 tỷ",40 m2 3 PN 3 WC,4 tỷ 350 triệu,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-40m-3-ngu-gan-pho-chi-4-35-ty-id21840518,Sổ đỏ,312,
"Bán tòa VĂN PHÒNG TẠ QUANG BỬU, mặt tiền 15M*6 TẦNG, giá 16 tỷ",65 m2 3 PN 5 WC,16 tỷ,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-toa-van-phong-ta-quang-buu-mat-tien-15m-6-tang-gia-16-ty-id21963026,Sổ đỏ,313,
Ơn giời nhà đây rồi! 2 mặt ngõ ô tô - phân lô - 11 phòng khép,50 m2 11 PN 0 WC,7 tỷ 950 triệu,"Quận Hai Bà Trưng, Hà Nội",22/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/on-gioi-nha-day-roi-2-ma-t-ngo-o-to-pha-n-lo-11-phong-khep-id22023299,Sổ đỏ,314,
Tạ Quang Bửu - Ô tô - Nhà Đẹp - An sinh đỉnh,35 m2 3 PN 4 WC,5 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",02/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ta-quang-buu-o-to-nha-dep-an-sinh-dinh-id21991623,Sổ đỏ,315,
"BÁN CCMN LÊ THANH NGHỊ, Bách Kinh Xây, DÒNG TIỀN 840tr/tháng, 116m2",116 m2 21 PN 22 WC,17 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-ccmn-le-thanh-nghi-bach-kinh-xay-dong-tien-840tr-thang-116m2-id21732636,Sổ đỏ,316,
"Bán nhà PHỐ TẠ QUANG BỬU, GẦN PHỐ, 39m2 x 4 tầng, 4.35 tỷ",39 m2 3 PN 3 WC,4 tỷ 350 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-gan-pho-39m2-x-4-tang-4-35-ty-id21742149,Sổ đỏ,317,
"Bán nhà mặt phố ĐẠI CỒ VIỆT, KINH DOANH/VĂN PHÒNG, THANG MÁY, 70m2",70 m2 3 PN 5 WC,32 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mat-pho-dai-co-viet-kinh-doanh-van-phong-thang-may-70m2-id21766692,Sổ đỏ,318,
"(HIẾM) Bán nhà Tạ Quang Bửu, Ô TÔ ĐỖ CỔNG, 33m2 x 5 tầng, 6.15 tỷ",33 m2 3 PN 3 WC,6 tỷ 150 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/hiem-ban-nha-ta-quang-buu-o-to-do-cong-33m2-x-5-tang-6-15-ty-id21797223,Sổ đỏ,319,
"Bán TÒA VĂN PHÒNG ĐẲNG CẤP TẠ QUANG BỬU, 65m2 x 6 tầng, 16 tỷ",65 m2 3 PN 5 WC,16 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-toa-van-phong-dang-cap-ta-quang-buu-65m2-x-6-tang-16-ty-id21811324,Sổ đỏ,320,
"Bán nhà phố LÊ THANH NGHỊ, LÔ GÓC 2 THOÁNG, 50m2 x 4 tầng, 4.95 tỷ",50 m2 2 PN 3 WC,4 tỷ 950 triệu,"Quận Hai Bà Trưng, Hà Nội",14/01/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-lo-goc-2-thoang-50m2-x-4-tang-4-95-ty-id21878112,Sổ đỏ,321,
"Bán nhà ngã tư Lê Thanh Nghị - Trần Đại Nghĩa , 40m2x5T , 50m ra phố",40 m2 4 PN 3 WC,6 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",25/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-nga-tu-le-thanh-nghi-tran-dai-nghia-40m2x5t-50m-ra-pho-id22079335,Sổ đỏ,322,
"Bán nhà 40 Tạ Quang Bửu, 45m2x3T, MT 4,8m 2 mặt ngõ ô tô.",45 m2 4 PN 4 WC,7 tỷ 700 triệu,"Quận Hai Bà Trưng, Hà Nội",24/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-40-ta-quang-buu-45m2x3t-mt-4-8m-2-mat-ngo-o-to-id22051447,Sổ đỏ,323,
"NHÀ CẤP 4 XÁC ĐỊNH BÁN ĐẤT., gần đại học Bách Khoa!!!",40 m2 1 PN 1 WC,5 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",22/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/nha-cap-4-xac-dinh-ban-dat-gan-dai-hoc-bach-khoa-id22074504,Sổ đỏ,324,
"Dòng tiền 600 triệu/năm phố lê thanh nghị, 12 phòng rộng, full nội",50 m2 12 PN 13 WC,6 tỷ,"Quận Hai Bà Trưng, Hà Nội",19/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/dong-tien-600-trieu-nam-pho-le-thanh-nghi-12-phong-rong-full-noi-id22062079,Sổ đỏ,325,
"Bán đất xây CCMN, ngõ 40 Tạ Quang Bửu, 168m2 - Giá 25.2 tỷ - Ô tô vào",168 m2 1 PN 1 WC,25 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",16/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-dat-xay-ccmn-ngo-40-ta-quang-buu-168m2-gia-25-2-ty-o-to-vao-id21971763,Sổ đỏ,326,
Tạ Quang Bửu - 3 OTO tránh - Vỉa hè.Cả dãy tòa building. 105m2-MT 6.4m,104 m2 1 PN 1 WC,17 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",14/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ta-quang-buu-3-oto-tranh-via-he-ca-day-toa-building-105m2-mt-6-4m-id22034563,Sổ đỏ,327,
Bán gấp CCMN Trần Đại Nghĩa 120m2 8 tầng mt 8.5m 22 phòng 150tr/tháng,120 m2 22 PN 22 WC,21 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-gap-ccmn-tran-dai-nghia-120m2-8-tang-mt-8-5m-22-phong-150tr-thang-id22057571,Sổ đỏ,328,
"Giảm 5 tỷ, bán nhà mặt phố Lê Thanh Nghị 240 m2, ngang 8,6m",240 m2 4 PN 6 WC,55 tỷ,"Quận Hai Bà Trưng, Hà Nội",10/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/giam-5-ty-ban-nha-mat-pho-le-thanh-nghi-240-m2-ngang-8-6m-id21880385,Sổ đỏ,329,
"Bán Nhà Mặt tiền Lê Duẩn, 200m2, ngang 7m, chỉ 52 tỷ",200 m2 4 PN 6 WC,52 tỷ,"Quận Hai Bà Trưng, Hà Nội",10/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mat-tien-le-duan-200m2-ngang-7m-chi-52-ty-id21880524,Sổ đỏ,330,
Phân lô ô tô kinh doanh Trần Đại Nghĩa 82m2 5 tầng nhỉnh 9 tỷ,82 m2 6 PN 4 WC,9 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",08/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-biet-thu-lien-ke/phan-lo-o-to-kinh-doanh-tran-dai-nghia-82m2-5-tang-nhinh-9-ty-id22042372,Sổ đỏ,331,
Bán nhà tập thể Bách Khoa Tạ Quang Bửu Hai Bà Trưng. 65m2 tầng 2,65 m2 2 PN 1 WC,1 tỷ 780 triệu,"Quận Hai Bà Trưng, Hà Nội",06/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-tap-the-bach-khoa-ta-quang-buu-hai-ba-trung-65m2-tang-2-id22035840,Sổ đỏ,332,
